"hero_id","hero_name","tier","movement","main_role","secondary_roles","rank","mode","source","source_url","updated_at","retrieved_at","document"
"134","Hirara","S","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Hirara
Tier: S
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"51","Helcurt","S","same","Roam","Jungle","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Helcurt
Tier: S
Main role: Roam
Secondary roles: Jungle
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"74","Minsitthar","S","same","Exp Lane","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Minsitthar
Tier: S
Main role: Exp Lane
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"80","Guinevere","S","same","Jungle","Exp Lane; Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Guinevere
Tier: S
Main role: Jungle
Secondary roles: Exp Lane; Roam
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"93","Atlas","S","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Atlas
Tier: S
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"15","Eudora","S","up","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Eudora
Tier: S
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"129","Zetian","S","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Zetian
Tier: S
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"14","Rafaela","S","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Rafaela
Tier: S
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"23","Gord","S","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Gord
Tier: S
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"9","Akai","S","same","Jungle","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Akai
Tier: S
Main role: Jungle
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"30","Yi Sun-shin","S","same","Jungle","Gold Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Yi Sun-shin
Tier: S
Main role: Jungle
Secondary roles: Gold Lane
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"84","Ling","S","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Ling
Tier: S
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"88","Masha","S","same","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Masha
Tier: S
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"19","Minotaur","S","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Minotaur
Tier: S
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"53","Lesley","S","up","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Lesley
Tier: S
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"55","Angela","S","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Angela
Tier: S
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"20","Lolita","S","up","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Lolita
Tier: S
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"114","Melissa","S","up","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Melissa
Tier: S
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"35","Hilda","A","same","Exp Lane","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Hilda
Tier: A
Main role: Exp Lane
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"57","Valir","A","down","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Valir
Tier: A
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: down
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"90","Silvanna","A","same","Exp Lane","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Silvanna
Tier: A
Main role: Exp Lane
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"75","Kadita","A","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Kadita
Tier: A
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"48","Diggie","A","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Diggie
Tier: A
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"78","Khufra","A","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Khufra
Tier: A
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"69","Hanzo","A","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Hanzo
Tier: A
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"45","Argus","A","same","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Argus
Tier: A
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"132","Sora","A","same","Exp Lane","Gold Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Sora
Tier: A
Main role: Exp Lane
Secondary roles: Gold Lane
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"42","Harley","A","down","Jungle","Mid Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Harley
Tier: A
Main role: Jungle
Secondary roles: Mid Lane
Rank: Mythic
Mode: Rank
Movement: down
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"56","Gusion","A","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Gusion
Tier: A
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"38","Vexana","A","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Vexana
Tier: A
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"24","Natalia","A","same","Jungle","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Natalia
Tier: A
Main role: Jungle
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"43","Irithel","A","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Irithel
Tier: A
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"77","Badang","A","same","Roam","Exp Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Badang
Tier: A
Main role: Roam
Secondary roles: Exp Lane
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"94","Popol and Kupa","A","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Popol and Kupa
Tier: A
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"4","Alice","A","same","Exp Lane","Mid Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Alice
Tier: A
Main role: Exp Lane
Secondary roles: Mid Lane
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"97","Benedetta","A","same","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Benedetta
Tier: A
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"109","Aamon","A","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Aamon
Tier: A
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"92","Carmilla","A","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Carmilla
Tier: A
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"117","Fredrinn","A","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Fredrinn
Tier: A
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"62","Kaja","A","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Kaja
Tier: A
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"127","Lukas","A","same","Jungle","Exp Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Lukas
Tier: A
Main role: Jungle
Secondary roles: Exp Lane
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"33","Cyclops","A","same","Mid Lane","Jungle","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Cyclops
Tier: A
Main role: Mid Lane
Secondary roles: Jungle
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"25","Kagura","A","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Kagura
Tier: A
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"126","Suyou","A","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Suyou
Tier: A
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"6","Tigreal","A","up","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Tigreal
Tier: A
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"82","Terizla","A","same","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Terizla
Tier: A
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"67","Leomord","A","same","Jungle","Exp Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Leomord
Tier: A
Main role: Jungle
Secondary roles: Exp Lane
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"72","Thamuz","A","same","Exp Lane","Jungle","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Thamuz
Tier: A
Main role: Exp Lane
Secondary roles: Jungle
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"98","Khaleed","A","same","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Khaleed
Tier: A
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"50","Zhask","A","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Zhask
Tier: A
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"83","X.Borg","A","same","Exp Lane","Jungle","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: X.Borg
Tier: A
Main role: Exp Lane
Secondary roles: Jungle
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"116","Julian","A","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Julian
Tier: A
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"63","Selena","A","up","Mid Lane","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Selena
Tier: A
Main role: Mid Lane
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: up
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"11","Bane","A","same","Gold Lane","Jungle","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Bane
Tier: A
Main role: Gold Lane
Secondary roles: Jungle
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"108","Aulus","B","same","Jungle","Exp Lane","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Aulus
Tier: B
Main role: Jungle
Secondary roles: Exp Lane
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"99","Barats","B","same","Jungle","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Barats
Tier: B
Main role: Jungle
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"59","Uranus","B","same","Exp Lane","Jungle","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Uranus
Tier: B
Main role: Exp Lane
Secondary roles: Jungle
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"131","Obsidia","B","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Obsidia
Tier: B
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"81","Esmeralda","B","same","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Esmeralda
Tier: B
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"32","Johnson","B","same","Roam","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Johnson
Tier: B
Main role: Roam
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"105","Beatrix","B","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Beatrix
Tier: B
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"31","Moskov","B","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Moskov
Tier: B
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"95","Yu Zhong","B","same","Exp Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Yu Zhong
Tier: B
Main role: Exp Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"85","Dyrroth","B","same","Exp Lane","Jungle","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Dyrroth
Tier: B
Main role: Exp Lane
Secondary roles: Jungle
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"66","Vale","B","same","Mid Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Vale
Tier: B
Main role: Mid Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"40","Karrie","B","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Karrie
Tier: B
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"76","Faramis","B","same","Mid Lane","Roam","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Faramis
Tier: B
Main role: Mid Lane
Secondary roles: Roam
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
"100","Brody","B","same","Gold Lane","","Mythic","Rank","MLBB.GG","https://mlbb.gg/tierlist","2026-07-27","2026-07-28","MLBB tier-list snapshot
Hero: Brody
Tier: B
Main role: Gold Lane
Secondary roles: 
Rank: Mythic
Mode: Rank
Movement: same
Source: MLBB.GG
Source updated: 2026-07-27
Retrieved: 2026-07-28"
